ActionGeo_CountryCode,events,avg_tone,median_tone,conflict_share,material_conflict_share,protest_share,diplomacy_share,avg_goldstein,avg_attention,total_mentions,negative_tone_score,inverse_goldstein,negative_tone_score_scaled,conflict_share_scaled,material_conflict_share_scaled,avg_attention_scaled,inverse_goldstein_scaled,global_tension_index_0_100
RO,105,-1.069946798544052,-1.52671755725191,0.2571428571428571,0.12380952380952381,0.0,0.5333333333333333,1.1952380952380952,3.710962297059805,708,1.069946798544052,0.0,0.08559574388352416,0.2571428571428571,0.21666666666666667,0.47852253444604104,0.0,20.758556042781777
ET,107,-1.9340271765629211,-1.29682997118156,0.22429906542056074,0.12149532710280374,0.018691588785046728,0.411214953271028,2.123364485981308,3.597809026644276,441,1.9340271765629211,0.0,0.1547221741250337,0.22429906542056074,0.21261682242990657,0.4453348538348391,0.0,20.7394583162068
NS,27,-1.343872583224381,0.748129675810474,0.2222222222222222,0.18518518518518517,0.0,0.7777777777777778,0.27037037037037026,3.383659564365924,94,1.343872583224381,0.0,0.10750980665795047,0.2222222222222222,0.32407407407407407,0.3825251451003474,0.0,20.726624961091886
PM,70,-1.9478576235352985,-2.054829223987645,0.18571428571428572,0.14285714285714285,0.0,0.5428571428571428,2.22,3.557407700738633,281,1.9478576235352985,0.0,0.15582860988282388,0.18571428571428572,0.25,0.4334852069311157,0.0,20.500562050564504
BH,59,-1.6064788479692746,-1.13960113960114,0.1864406779661017,0.06779661016949153,0.0,0.4745762711864407,1.094915254237288,4.0849078579242555,309,1.6064788479692746,0.0,0.12851830783754198,0.1864406779661017,0.11864406779661017,0.588200193733942,0.0,20.436064946683917
EI,720,-1.2062079021633054,-1.06751298326601,0.19166666666666668,0.10416666666666667,0.002777777777777778,0.44583333333333336,1.0344444444444443,3.956194139773816,3686,1.2062079021633054,0.0,0.09649663217306444,0.19166666666666668,0.18229166666666669,0.5504486576751946,0.0,20.418072463631848
RW,97,-1.2324959344479993,-1.73913043478261,0.24742268041237114,0.09278350515463918,0.0,0.41237113402061853,0.9381443298969072,3.817105880761783,443,1.2324959344479993,0.0,0.09859967475583994,0.24742268041237114,0.16237113402061856,0.5096542846985389,0.0,20.36095547774737
GA,85,-1.8195792546063478,-2.6344676180022,0.16470588235294117,0.08235294117647059,0.0,0.4588235294117647,2.023529411764706,3.9907634362877844,424,1.8195792546063478,0.0,0.14556634036850782,0.16470588235294117,0.14411764705882354,0.5605877793059386,0.0,20.29955298172422
KS,460,-1.4772601387027162,-1.30208333333334,0.21304347826086956,0.10869565217391304,0.004347826086956522,0.47391304347826085,1.0636956521739132,3.7496305603590967,2123,1.4772601387027162,0.0,0.1181808110962173,0.21304347826086956,0.19021739130434784,0.48986387674621573,0.0,20.22611114815301
BA,33,0.8168067002624169,2.27272727272727,0.15151515151515152,0.06060606060606061,0.0,0.3333333333333333,1.4727272727272727,4.646281277927134,263,0.0,0.0,0.0,0.15151515151515152,0.10606060606060606,0.7528501565521332,0.0,20.208518282557815
BR,290,-1.657924605831897,-2.10526315789473,0.21379310344827587,0.0896551724137931,0.0034482758620689655,0.3620689655172414,1.250344827586207,3.8016059832210862,1346,1.657924605831897,0.0,0.13263396846655176,0.21379310344827587,0.15689655172413794,0.5051081885300591,0.0,20.168636243380494
MD,10,-1.401112077810787,-1.806095979247735,0.2,0.0,0.0,0.4,3.06,4.432393243429209,59,1.401112077810787,0.0,0.11208896622486296,0.2,0.0,0.6901171241845536,0.0,20.04412180818833
KG,2,2.665056360708535,2.665056360708535,0.0,0.0,0.0,0.0,7.2,5.488937726156687,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0
SL,37,2.5941746869855185,0.707964601769909,0.2972972972972973,0.05405405405405406,0.0,0.5405405405405406,1.935135135135135,4.139523572690161,223,0.0,0.0,0.0,0.2972972972972973,0.0945945945945946,0.6042188990824231,0.0,19.9222158194863
BF,93,-2.001909477179078,-0.35335689045936,0.1827956989247312,0.0967741935483871,0.0,0.3763440860215054,1.3505376344086022,3.719385537784053,394,2.001909477179078,0.0,0.16015275817432623,0.1827956989247312,0.16935483870967744,0.4809930580273836,0.0,19.865927076722368
AM,128,-2.225560220256489,-2.51279664960447,0.25,0.1015625,0.0078125,0.515625,1.73515625,3.389525203905221,456,2.225560220256489,0.0,0.1780448176205191,0.25,0.177734375,0.38424552817805924,0.0,19.800494415971567
MK,8,-1.0476048103116087,0.28901734104046,0.25,0.125,0.0,0.5,0.08749999999999997,3.5400132499612953,32,1.0476048103116087,0.0,0.0838083848249287,0.25,0.21875,0.42838344120498495,0.0,19.618836520598272
CM,25,-2.1626141069605307,-1.63551401869159,0.12,0.08,0.0,0.44,3.428,3.935574405343534,113,2.1626141069605307,0.0,0.17300912855684245,0.12,0.14,0.5444009212019404,0.0,19.54820099517566
AN,20,-0.53648068669528,-0.53648068669528,0.4,0.1,0.2,0.4,-0.425,3.0091042110494644,51,0.53648068669528,0.425,0.0429184549356224,0.4,0.17500000000000002,0.27266863462182606,0.08639480773940729,19.53963794593712
TW,140,-0.9681575131621256,-1.59010600706714,0.17857142857142858,0.11428571428571428,0.0,0.5214285714285715,1.1228571428571428,3.8554774735468533,705,0.9681575131621256,0.0,0.07745260105297005,0.17857142857142858,0.2,0.5209086139920495,0.0,19.53865287232896
JE,37,-1.0652668862670789,-1.00076982294072,0.16216216216216217,0.10810810810810811,0.0,0.3783783783783784,2.3945945945945946,3.9217758011893893,187,1.0652668862670789,0.0,0.08522135090136632,0.16216216216216217,0.1891891891891892,0.5403538117735829,0.0,19.53853028052601
BB,26,-1.7135381866363586,-2.321083172147,0.23076923076923078,0.038461538461538464,0.0,0.38461538461538464,1.1384615384615384,3.9165538973312413,139,1.7135381866363586,0.0,0.1370830549309087,0.23076923076923078,0.06730769230769232,0.5388222353835219,0.0,19.479644267827073
JA,699,-0.5995487602440104,0.0,0.20314735336194564,0.10586552217453506,0.008583690987124463,0.5107296137339056,1.3230329041487838,3.9085965056264707,3473,0.5995487602440104,0.0,0.04796390081952083,0.20314735336194564,0.18526466380543635,0.5364883446048784,0.0,19.457285251835625
AR,128,-1.3989013713035252,-0.75949367088608,0.2421875,0.109375,0.0,0.4375,0.865625,3.49254098155144,477,1.3989013713035252,0.0,0.11191210970428202,0.2421875,0.19140625,0.41445989771313635,0.0,19.19931514834837
BY,32,-5.986533047150863,-6.92307692307692,0.0,0.0,0.0,0.9375,2.9187499999999997,3.711673866792938,128,5.986533047150863,0.0,0.47892264377206906,0.0,0.0,0.4787312367570665,0.0,19.15307761058271
NI,2083,-0.7909761552745765,-0.92592592592593,0.23235717714834372,0.10465674507921267,0.009121459433509362,0.37493999039846376,0.7829092654824772,3.700119988078781,8965,0.7909761552745765,0.0,0.06327809242196612,0.23235717714834372,0.1831493038886222,0.47534250185636157,0.0,19.08254150630587
CH,2148,-0.9658813630030596,-1.10062893081761,0.21973929236499068,0.08985102420856611,0.0074487895716946,0.4557728119180633,1.1937616387337058,3.771535038847892,9855,0.9658813630030596,0.0,0.07727050904024477,0.21973929236499068,0.1572392923649907,0.4962884266807558,0.0,19.01075040901964
IT,545,-0.6513265534232175,0.12195121951219,0.22568807339449543,0.10275229357798166,0.0,0.5009174311926605,1.0399999999999998,3.743403354703118,2412,0.6513265534232175,0.0,0.052106124273857406,0.22568807339449543,0.1798165137614679,0.488037446881202,0.0,18.912963166220457
SG,48,-2.2376635264075726,-0.20876826722338,0.20833333333333334,0.08333333333333333,0.0,0.5416666666666666,2.6395833333333334,3.4779781067703657,178,2.2376635264075726,0.0,0.1790130821126058,0.20833333333333334,0.14583333333333334,0.4101886288824575,0.0,18.8673675532346
NL,196,-2.0290406929531053,-1.05140186915888,0.17857142857142858,0.07142857142857142,0.00510204081632653,0.4897959183673469,1.3311224489795916,3.695620142131689,857,2.0290406929531053,0.0,0.16232325543624843,0.17857142857142858,0.125,0.47402270394381973,0.0,18.798347759029934
CW,6,-1.3137055259170882,-0.055698776926394966,0.16666666666666666,0.0,0.0,0.5,0.9333333333333332,4.355488626367941,36,1.3137055259170882,0.0,0.10509644207336706,0.16666666666666666,0.0,0.6675611179888559,0.0,18.78648453457779
RP,510,-1.0270236756640327,-0.5952380952381,0.22156862745098038,0.08627450980392157,0.01568627450980392,0.4294117647058823,1.075686274509804,3.721961126881993,2219,1.0270236756640327,0.0,0.08216189405312262,0.22156862745098038,0.15098039215686276,0.48174847435829693,0.0,18.72918776038525
FI,109,-1.2359208090741338,-2.00803212851405,0.1834862385321101,0.07339449541284404,0.0,0.41284403669724773,1.4972477064220182,3.8590688884411333,522,1.2359208090741338,0.0,0.0988736647259307,0.1834862385321101,0.12844036697247707,0.5219619704705319,0.0,18.655244814020996
NZ,480,-0.6316637067825136,-0.41753653444676,0.18958333333333333,0.07083333333333333,0.004166666666666667,0.3958333333333333,1.5585416666666667,4.002294947480428,2456,0.6316637067825136,0.0,0.05053309654260109,0.18958333333333333,0.12395833333333334,0.5639699538469004,0.0,18.560894341123362
AU,81,-0.40275743337639613,0.23466309084814,0.1728395061728395,0.08641975308641975,0.0,0.5061728395061729,1.354320987654321,4.020663556031625,417,0.40275743337639613,0.0,0.032220594670111694,0.1728395061728395,0.15123456790123457,0.5693574385535346,0.0,18.513042145954408
TD,74,-1.404748501476908,-0.8130081300813,0.22972972972972974,0.04054054054054054,0.0,0.4594594594594595,1.1581081081081082,3.8238555684449285,330,1.404748501476908,0.0,0.11237988011815264,0.22972972972972974,0.07094594594594596,0.5116339577405198,0.0,18.493790270686965
MF,2,-5.4140127388535,-5.4140127388535,0.0,0.0,0.0,0.5,4.0,3.737669618283368,8,5.4140127388535,0.0,0.43312101910828,0.0,0.0,0.48635575078608534,0.0,18.389535397887308
TH,296,-0.7090044103342418,0.46403712296984,0.16891891891891891,0.08783783783783784,0.0033783783783783786,0.5033783783783784,1.4195945945945945,3.920053988035543,1551,0.7090044103342418,0.0,0.056720352826739345,0.16891891891891891,0.15371621621621623,0.5398488066171948,0.0,18.384085891581385
FG,4,-1.19250425894378,-1.19250425894378,0.0,0.0,0.0,0.75,3.925,4.882801922586371,30,1.19250425894378,0.0,0.0954003407155024,0.0,0.0,0.8222212987566898,0.0,18.352432789443846
UG,129,-2.598217260936339,-2.66836086404066,0.14728682170542637,0.03875968992248062,0.0,0.5271317829457365,1.744186046511628,3.7395725738964023,567,2.598217260936339,0.0,0.20785738087490713,0.14728682170542637,0.0678294573643411,0.4869138847478414,0.0,18.197750893850323
MC,29,-0.09943697154431376,0.0,0.1724137931034483,0.10344827586206896,0.0,0.20689655172413793,2.231034482758621,3.9421212190673383,150,0.09943697154431376,0.0,0.007954957723545101,0.1724137931034483,0.1810344827586207,0.5463210916228991,0.0,18.154486504170265
NO,134,-0.18113500137530392,-0.09250693802035,0.21641791044776118,0.11194029850746269,0.007462686567164179,0.4552238805970149,1.2455223880597015,3.6846882278096613,594,0.18113500137530392,0.0,0.014490800110024314,0.21641791044776118,0.1958955223880597,0.47081639024509797,0.0,17.952412463818863
PL,188,-1.2192934397297825,-1.12739571589628,0.1702127659574468,0.06914893617021277,0.0,0.4787234042553192,1.0686170212765957,3.8108630663098864,1016,1.2192934397297825,0.0,0.0975434751783826,0.1702127659574468,0.12101063829787236,0.5078232767976298,0.0,17.931803124626633
MT,34,-0.023308134254498254,1.23456790123457,0.11764705882352941,0.029411764705882353,0.0,0.3235294117647059,1.4852941176470589,4.499420836498905,219,0.023308134254498254,0.0,0.0018646507403598603,0.11764705882352941,0.05147058823529412,0.7097762143970217,0.0,17.6151702439241
HO,28,-0.7043458361286515,-0.56285178236398,0.10714285714285714,0.10714285714285714,0.0,0.5714285714285714,1.0178571428571428,3.858359256334149,129,0.7043458361286515,0.0,0.05634766689029212,0.10714285714285714,0.1875,0.5217538364622831,0.0,17.454887209908648
BD,83,0.27311797187618253,2.31053604436229,0.1686746987951807,0.10843373493975904,0.0,0.5180722891566265,1.2156626506024097,3.8306220772772526,400,0.0,0.0,0.0,0.1686746987951807,0.18975903614457834,0.5136185643997475,0.0,17.441045986790133
GH,466,0.1896767852182299,1.46198830409357,0.15665236051502146,0.09227467811158799,0.006437768240343348,0.4699570815450644,1.3150214592274676,3.9674649000224385,2356,0.0,0.0,0.0,0.15665236051502146,0.16148068669527899,0.5537543543643234,0.0,17.43774803149248
MU,87,1.074682123973965,4.0,0.20689655172413793,0.11494252873563218,0.0,0.5632183908045977,1.267816091954023,3.6587447845398726,366,0.0,0.0,0.0,0.20689655172413793,0.20114942528735633,0.46320721813694105,0.0,17.425063902968706
SZ,348,-0.7171470485587047,-0.68493150684931,0.20689655172413793,0.06896551724137931,0.0,0.47701149425287354,1.4839080459770115,3.7311073352604147,1468,0.7171470485587047,0.0,0.05737176388469638,0.20689655172413793,0.1206896551724138,0.48443104324341946,0.0,17.387780280493352
EN,17,-2.3073357885408448,-2.83125707814269,0.17647058823529413,0.058823529411764705,0.0,0.29411764705882354,1.7823529411764707,3.4519265407354784,63,2.3073357885408448,0.0,0.18458686308326758,0.17647058823529413,0.10294117647058824,0.402547744533181,0.0,17.33092744644662
PP,47,1.3080641775134383,2.6431718061674,0.14893617021276595,0.02127659574468085,0.0425531914893617,0.5957446808510638,1.8404255319148937,4.39840696978143,350,0.0,0.0,0.0,0.14893617021276595,0.03723404255319149,0.6801490022659795,0.0,17.32638430063874
CF,62,-2.675304103611468,-1.73913043478261,0.0967741935483871,0.08064516129032258,0.0,0.6129032258064516,1.9225806451612903,3.4740566118101786,241,2.675304103611468,0.0,0.21402432828891743,0.0967741935483871,0.14112903225806453,0.40903846042705894,0.0,17.219320290448557
CB,151,-0.239897287880914,0.57306590257879,0.2251655629139073,0.07947019867549669,0.006622516556291391,0.5364238410596026,1.0880794701986753,3.679848870702571,634,0.239897287880914,0.0,0.01919178303047312,0.2251655629139073,0.13907284768211922,0.4693970142302124,0.0,17.05654415713424
SH,1,-5.54054054054054,-5.54054054054054,0.0,0.0,0.0,0.0,0.0,3.465735902799726,3,5.54054054054054,0.0,0.4432432432432432,0.0,0.0,0.40659800924006656,0.0,16.996825049666196
AE,236,0.35007350506923085,0.90252707581228,0.18220338983050846,0.08898305084745763,0.012711864406779662,0.5847457627118644,1.5326271186440676,3.8199530637485806,1108,0.0,0.0,0.0,0.18220338983050846,0.15572033898305085,0.5104893591003701,0.0,16.968261758278587
SA,311,-0.4818442347446647,-0.48678720445063,0.22186495176848875,0.11254019292604502,0.006430868167202572,0.5594855305466238,1.1244372990353697,3.4065976017171766,1111,0.4818442347446647,0.0,0.038547538779573176,0.22186495176848875,0.19694533762057878,0.38925283626354257,0.0,16.932213288643666
AJ,171,-0.9865545046089573,0.0,0.17543859649122806,0.09941520467836257,0.005847953216374269,0.5730994152046783,1.9701754385964911,3.5038483135239633,649,0.9865545046089573,0.0,0.07892436036871658,0.17543859649122806,0.1739766081871345,0.4177763208327763,0.0,16.922317717597107
EK,3,2.709970008075693,2.15716486902928,0.0,0.0,0.0,0.3333333333333333,5.066666666666666,4.96329948591384,24,0.0,0.0,0.0,0.0,0.0,0.8458311105799052,0.0,16.916622211598103
FJ,128,-0.9189823187730242,-1.59362549800796,0.1796875,0.0390625,0.0,0.46875,1.52109375,3.865087761468429,605,0.9189823187730242,0.0,0.07351858550184193,0.1796875,0.068359375,0.5237272966951805,0.0,16.905855143940446
NH,62,1.7076879618504452,2.09061430372906,0.11290322580645161,0.016129032258064516,0.0,0.6935483870967742,2.9403225806451614,4.470794687145001,399,0.0,0.0,0.0,0.11290322580645161,0.028225806451612902,0.7013802087102472,0.0,16.850184819366234
QA,242,-1.7414370858067536,-1.74672489082969,0.17355371900826447,0.06611570247933884,0.0,0.5619834710743802,1.493388429752066,3.4526424212452302,890,1.7414370858067536,0.0,0.13931496686454028,0.17355371900826447,0.11570247933884298,0.4027577111883751,0.0,16.626577528000457
ZA,60,0.7094969008749231,1.81104738907335,0.21666666666666667,0.06666666666666667,0.016666666666666666,0.5666666666666667,1.4433333333333331,3.7756748261728137,257,0.0,0.0,0.0,0.21666666666666667,0.11666666666666667,0.49750261995182316,0.0,16.61671906570313
AY,25,0.20477545005934836,0.0,0.12,0.04,0.0,0.64,1.48,4.248536054380426,258,0.0,0.0,0.0,0.12,0.07,0.6361920927133736,0.0,16.523841854267474
MN,13,-0.576319101524494,-3.21469575200918,0.23076923076923078,0.0,0.0,0.46153846153846156,0.5384615384615384,3.9429571874622558,65,0.576319101524494,0.0,0.04610552812195952,0.23076923076923078,0.0,0.5465662798705715,0.0,16.468820775235233
CG,17,-1.6687357721364917,-2.06337509211496,0.17647058823529413,0.0,0.0,0.5882352941176471,3.105882352941176,3.8236954024819805,77,1.6687357721364917,0.0,0.13349886177091932,0.17647058823529413,0.0,0.5115869813093165,0.0,16.4311286263106
MY,367,0.6103442662788177,0.36630036630037,0.14713896457765668,0.07084468664850137,0.008174386920980926,0.4768392370572207,1.5337874659400543,3.946879940272348,1840,0.0,0.0,0.0,0.14713896457765668,0.1239782016348774,0.5477168172514174,0.0,16.37667966927903
DA,72,-0.5100387152096352,0.45432043886324003,0.18055555555555555,0.027777777777777776,0.0,0.4722222222222222,1.5861111111111112,3.932394978840657,365,0.5100387152096352,0.0,0.04080309721677081,0.18055555555555555,0.04861111111111111,0.5434684002865767,0.0,16.268763283400283
LI,71,2.847891922139313,3.34190231362468,0.16901408450704225,0.09859154929577464,0.0,0.4788732394366197,1.1126760563380282,3.6872191215110197,297,0.0,0.0,0.0,0.16901408450704225,0.17253521126760563,0.4715586974847662,0.0,16.26215986518828
EZ,46,-1.0614113831556151,-0.6811641030650499,0.13043478260869565,0.021739130434782608,0.0,0.6086956521739131,1.8478260869565217,3.986064870361821,241,1.0614113831556151,0.0,0.08491291065244921,0.13043478260869565,0.03804347826086957,0.5592096971284733,0.0,16.252017373009757
ST,7,4.291765015184813,6.75381263616557,0.14285714285714285,0.0,0.0,0.2857142857142857,2.4285714285714284,4.3208036370139915,41,0.0,0.0,0.0,0.14285714285714285,0.0,0.6573880638256434,0.0,16.004904133655725
GR,280,-0.5484780930580684,0.74404761904761,0.12857142857142856,0.04642857142857143,0.0,0.475,1.8914285714285715,3.9239091935460504,1373,0.5484780930580684,0.0,0.04387824744464547,0.12857142857142856,0.08125,0.5409795324787048,0.0,15.893584169895576
GJ,17,0.7444055834575176,2.72727272727273,0.058823529411764705,0.0,0.0,0.5882352941176471,3.7176470588235295,4.582397534328068,136,0.0,0.0,0.0,0.058823529411764705,0.0,0.7341131525660537,0.0,15.85873363955637
SW,153,-0.18959779709428728,-0.36764705882353,0.1830065359477124,0.08496732026143791,0.0,0.49019607843137253,2.2039215686274507,3.599248927276593,611,0.18959779709428728,0.0,0.015167823767542983,0.1830065359477124,0.14869281045751637,0.4457571744811777,0.0,15.852486893078988
SN,188,0.2688791555898707,1.28205128205129,0.09574468085106383,0.05319148936170213,0.010638297872340425,0.6382978723404256,2.4159574468085108,4.134257905626655,1061,0.0,0.0,0.0,0.09574468085106383,0.09308510638297873,0.6026744870113729,0.0,15.83008548490831
AO,28,-0.4529377081519315,-1.5889029003783102,0.03571428571428571,0.0,0.0,0.6428571428571429,2.632142857142857,4.478214762601227,179,0.4529377081519315,0.0,0.03623501665215452,0.03571428571428571,0.0,0.7035565054575522,0.0,15.51011615647985
VT,17,-2.9787119743816515,-2.99145299145299,0.058823529411764705,0.0,0.0,0.5882352941176471,2.5647058823529414,3.6774939162888196,69,2.9787119743816515,0.0,0.23829695795053213,0.058823529411764705,0.0,0.4687063097136702,0.0,15.316535941519344
NC,12,1.932008180057151,3.11526479750778,0.08333333333333333,0.0,0.0,0.6666666666666666,2.9583333333333335,4.402177040149244,72,0.0,0.0,0.0,0.08333333333333333,0.0,0.6812547581207532,0.0,15.291761829081732
MA,14,-0.12835947282312735,1.68269230769231,0.07142857142857142,0.0,0.0,0.35714285714285715,3.057142857142857,4.402748295851814,90,0.12835947282312735,0.0,0.010268757825850188,0.07142857142857142,0.0,0.6814223065418868,0.0,15.26239271592617
WI,2,-2.93724966622163,-2.93724966622163,0.0,0.0,0.0,0.5,1.7,3.8712010109078907,8,2.93724966622163,0.0,0.23497997329773038,0.0,0.0,0.5255203033767232,0.0,15.21000553348907
WA,21,2.530763189313826,4.42678774120318,0.09523809523809523,0.09523809523809523,0.0,0.42857142857142855,1.6571428571428573,3.768452913645047,93,0.0,0.0,0.0,0.09523809523809523,0.16666666666666666,0.4953844440874103,0.0,15.14578411984344
CY,74,-1.7758710874985661,-1.97183098591549,0.0945945945945946,0.05405405405405406,0.0,0.36486486486486486,1.691891891891892,3.5234777013150236,287,1.7758710874985661,0.0,0.1420696869998853,0.0945945945945946,0.0945945945945946,0.42353359015615355,0.0,15.09584932690456
UY,32,1.2964572917922075,1.804925566802905,0.09375,0.0625,0.0,0.5625,1.475,3.9369959630996103,163,0.0,0.0,0.0,0.09375,0.109375,0.5448178619108194,0.0,14.958857238216389
PO,124,0.09086533091918517,0.96501809408927,0.08064516129032258,0.07258064516129033,0.0,0.6370967741935484,1.5080645161290323,3.919997759763622,631,0.0,0.0,0.0,0.08064516129032258,0.1270161290322581,0.5398323149513069,0.0,14.949872105477752
TL,4,-2.5089605734767,-2.5089605734767,0.0,0.0,0.0,1.0,1.0,3.9120230054281455,16,2.5089605734767,0.0,0.20071684587813599,0.0,0.0,0.5374933317397154,0.0,14.764203552357028
AL,58,-0.7713258413589451,-0.56657223796034,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.7241379310344828,2.5051724137931037,4.110143315805046,311,0.7713258413589451,0.0,0.06170606730871561,0.034482758620689655,0.03017241379310345,0.5956017148137089,0.0,14.439259090724352
TX,23,3.3534926073373676,6.4804469273743,0.043478260869565216,0.043478260869565216,0.0,0.8260869565217391,2.2304347826086954,4.108630485725577,124,0.0,0.0,0.0,0.043478260869565216,0.07608695652173914,0.5951580040724104,0.0,14.294464429274296
CV,13,-3.79818464539961,-3.48204570184984,0.07692307692307693,0.0,0.0,0.38461538461538464,1.876923076923077,3.209635725417004,37,3.79818464539961,0.0,0.30385477163196883,0.07692307692307693,0.0,0.33148422012696394,0.0,14.245241373640194
UZ,14,-0.1777891659817937,1.113392109425885,0.07142857142857142,0.07142857142857142,0.0,0.2857142857142857,2.9857142857142853,3.774478566402793,76,0.1777891659817937,0.0,0.014223133278543496,0.07142857142857142,0.125,0.4971517587965982,0.0,14.156069270074262
VM,325,1.4844933989881741,2.32558139534884,0.13538461538461538,0.06153846153846154,0.0,0.5384615384615384,2.4304615384615382,3.659190309723329,1441,0.0,0.0,0.0,0.13538461538461538,0.1076923076923077,0.4633378899897165,0.0,14.12829626133279
CQ,5,3.380048522905662,3.63636363636363,0.0,0.0,0.0,0.2,1.6800000000000002,4.48431588964833,32,0.0,0.0,0.0,0.0,0.0,0.7053459566600145,0.0,14.106919133200291
IC,61,0.706307119513468,1.28012048192771,0.11475409836065574,0.03278688524590164,0.0,0.639344262295082,2.2983606557377048,3.7830049389669185,259,0.0,0.0,0.0,0.11475409836065574,0.05737704918032788,0.4996525307883503,0.0,13.435673566586678
BU,41,-0.36876179178764584,0.28901734104046,0.04878048780487805,0.024390243902439025,0.0,0.5365853658536586,1.6682926829268294,3.953761607543266,203,0.36876179178764584,0.0,0.029500943343011666,0.04878048780487805,0.042682926829268296,0.5497351997040066,0.0,13.413991153623291
WS,64,1.1646990489711524,2.795015447773825,0.078125,0.046875,0.0,0.65625,1.1375,3.721902672563381,291,0.0,0.0,0.0,0.078125,0.08203125,0.4817313297963296,0.0,12.83775159592659
PS,2,-2.48262164846078,-2.48262164846078,0.0,0.0,0.0,1.0,2.8,3.58351893845611,9,2.48262164846078,0.0,0.1986097318768624,0.0,0.0,0.4411435928933465,0.0,12.795066495404178
GP,3,0.0,0.0,0.0,0.0,0.0,0.0,6.933333333333334,4.257885534371591,15,0.0,0.0,0.0,0.0,0.0,0.6389342808506511,0.0,12.778685617013021
MV,52,3.16860262627421,2.82776349614396,0.07692307692307693,0.057692307692307696,0.0,0.7115384615384616,2.3173076923076925,3.6467195877156238,211,0.0,0.0,0.0,0.07692307692307693,0.10096153846153848,0.4596802463576504,0.0,12.751297234845316
AC,10,1.025013190450736,0.6872852233677,0.1,0.0,0.0,0.7,2.9899999999999998,3.908705634946705,48,0.0,0.0,0.0,0.1,0.0,0.536520352067075,0.0,12.730407041341502
GK,4,7.77777777777777,7.77777777777777,0.0,0.0,0.0,1.0,3.4,4.2484952420493585,20,0.0,0.0,0.0,0.0,0.0,0.6361801225192865,0.0,12.72360245038573
TN,34,-1.888384857412348,-3.63454170350722,0.08823529411764706,0.0,0.0,0.47058823529411764,2.0470588235294116,3.4059013227305304,116,1.888384857412348,0.0,0.15107078859298784,0.08823529411764706,0.0,0.3890486187050023,0.0,12.567094028312745
BP,10,-0.536005776069173,-0.26109660574412,0.0,0.0,0.0,0.2,2.12,4.057917847329352,63,0.536005776069173,0.0,0.04288046208553384,0.0,0.0,0.5802840650349903,0.0,12.463290542410483
SE,2,-4.81586402266289,-4.81586402266289,0.0,0.0,0.0,0.0,0.0,2.8903717578961645,4,4.81586402266289,0.0,0.3852691218130312,0.0,0.0,0.23784458827331315,0.0,12.462274201726887
MO,101,0.07035549966830824,0.707964601769909,0.1188118811881188,0.039603960396039604,0.0,0.7227722772277227,4.061386138613861,3.5002108342328486,382,0.0,0.0,0.0,0.1188118811881188,0.06930693069306931,0.416709453737375,0.0,12.096565312371261
BX,98,4.251684131147097,5.15759312320917,0.05102040816326531,0.04081632653061224,0.0,0.8469387755102041,2.3551020408163263,3.6893334878066217,434,0.0,0.0,0.0,0.05102040816326531,0.07142857142857142,0.4721788378753695,0.0,11.892556349344126
GV,68,0.3160783588577753,0.707964601769909,0.029411764705882353,0.014705882352941176,0.014705882352941176,0.8970588235294118,6.560294117647059,3.9134318004148527,325,0.0,0.0,0.0,0.029411764705882353,0.02573529411764706,0.5379065291479194,0.0,11.861071759428976
KZ,72,0.12861725132837304,0.34071550255537,0.06944444444444445,0.027777777777777776,0.027777777777777776,0.7083333333333334,2.345833333333333,3.6043916912118608,303,0.0,0.0,0.0,0.06944444444444445,0.04861111111111111,0.4472655392532758,0.0,11.306421896176627
CT,7,-0.5235757669404413,-1.90947666195191,0.14285714285714285,0.0,0.0,0.5714285714285714,1.8,3.346661870020605,21,0.5235757669404413,0.0,0.0418860613552353,0.14285714285714285,0.0,0.37167377811135754,0.0,11.128339646474714
TO,2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.8712010109078907,8,0.0,0.0,0.0,0.0,0.0,0.5255203033767232,0.0,10.510406067534465
OD,13,1.768384666986934,5.27182866556837,0.0,0.0,0.0,0.8461538461538461,3.023076923076923,3.853579273179017,70,0.0,0.0,0.0,0.0,0.0,0.5203518747364144,0.0,10.40703749472829
LA,79,3.2841924342120326,3.84615384615385,0.0379746835443038,0.02531645569620253,0.0,0.810126582278481,1.9227848101265823,3.47657207649384,293,0.0,0.0,0.0,0.0379746835443038,0.04430379746835443,0.40977624235950816,0.0,9.841094467443327
MB,12,1.8380675336527525,2.38095238095239,0.16666666666666666,0.0,0.0,0.5833333333333334,1.7999999999999998,3.1780538303479453,32,0.0,0.0,0.0,0.16666666666666666,0.0,0.32222129875668987,0.0,9.77775930846713
MG,24,1.3569154589058103,2.4314909896305252,0.0,0.0,0.0,0.5833333333333334,3.4375,3.7052030660634774,108,0.0,0.0,0.0,0.0,0.0,0.4768333608307283,0.0,9.536667216614566
GB,23,-0.8215671523721519,-0.20876826722338,0.043478260869565216,0.0,0.0,0.5652173913043478,3.8130434782608695,3.3232327458392823,77,0.8215671523721519,0.0,0.06572537218977216,0.043478260869565216,0.0,0.36480205193433657,0.0,9.48011369987348
